"anon_Mill" "anon_Sense" "anon_Villette"
"offended" 0.000962047236519313 0.00752508361204013 0.00154492646150043
"outward" 0.00865842512867382 0.00334448160535117 0.00308985292300087
"paulina" 0 0 0.0391381370246776
"paying" 0.00721535427389485 0.00418060200668896 0.000514975487166811
"pink" 0.00625330703737554 0.000836120401337793 0.00926955876900259
"preferred" 0.00384818894607725 0.00167224080267559 0.0046347793845013
"rome" 0 0 0.00720965682033535
"rosamond^s" 0 0 0
"silently" 0.00240511809129828 0.00418060200668896 0.00360482841016768
"smallest" 0.000962047236519313 0.0167224080267559 0
"actions" 0.00529125980085622 0.00752508361204013 0.00154492646150043
"agony" 0.0033671653278176 0.00668896321070234 0.0046347793845013
"anywhere" 0.00192409447303863 0 0.00205990194866724
"arthur^s" 0 0 0
"calls" 0.00192409447303863 0.00167224080267559 0.00617970584600173
"dining-room" 0.00144307085477897 0.00167224080267559 0.00257487743583405
"discussion" 0.00144307085477897 0.00334448160535117 0.00360482841016768
"genuine" 0.00144307085477897 0.00334448160535117 0.00617970584600173
"hasty" 0.00192409447303863 0.00334448160535117 0.00360482841016768
"hollow" 0.00625330703737554 0.00167224080267559 0.00978453425616941
"je" 0 0 0.0231738969225065
"meal" 0.00240511809129828 0.000836120401337793 0.00720965682033535
"politeness" 0.00288614170955794 0.0117056856187291 0.00154492646150043
"quitted" 0 0.0133779264214047 0.00154492646150043
"require" 0.00432921256433691 0.00250836120401338 0.00205990194866724
"souls" 0.00288614170955794 0.000836120401337793 0.00205990194866724
"stretched" 0.00240511809129828 0.00250836120401338 0.00720965682033535
"tear" 0.00240511809129828 0 0.0046347793845013
"treatment" 0.00240511809129828 0.00334448160535117 0.0046347793845013
"accent" 0 0.00167224080267559 0.00926955876900259
"amount" 0.00721535427389485 0.00334448160535117 0.00360482841016768
"bank" 0.0105825196017124 0 0.00154492646150043
"blank" 0.0033671653278176 0.000836120401337793 0.00926955876900259
"bowed" 0.000962047236519313 0.00334448160535117 0.00360482841016768
"chase" 0.000962047236519313 0 0
"constantly" 0.0033671653278176 0.00418060200668896 0.00102995097433362
"determination" 0.00673433065563519 0.00334448160535117 0.00102995097433362
"exertion" 0.00144307085477897 0.0175585284280936 0.00308985292300087
"expectations" 0.000962047236519313 0.00418060200668896 0.00102995097433362
"finger" 0.00288614170955794 0.000836120401337793 0.00514975487166811
"folded" 0.000962047236519313 0.00167224080267559 0.00823960779466897
"game" 0.0033671653278176 0.00501672240802676 0.00308985292300087
"golden" 0.00817740151041416 0 0.00926955876900259
"hindley" 0 0 0
"marianne^s" 0 0.0618729096989967 0
"movements" 0.000962047236519313 0 0.00875458328183579
"partner" 0.00240511809129828 0 0.00154492646150043
"perry" 0 0 0
"precisely" 0.00240511809129828 0.00167224080267559 0.00411980389733449
"principle" 0.00577228341911588 0.00418060200668896 0.00154492646150043
"qualities" 0.00529125980085622 0 0.00360482841016768
"que" 0 0 0.0200840439995056
"retired" 0.00240511809129828 0.000836120401337793 0.00308985292300087
"sentiments" 0.00144307085477897 0.00836120401337793 0.00308985292300087
"shortly" 0.000962047236519313 0.00585284280936455 0.00308985292300087
"sufficiently" 0.000481023618259657 0.00167224080267559 0.00514975487166811
"sunk" 0.00192409447303863 0.00836120401337793 0.00308985292300087
"whence" 0.000481023618259657 0.00418060200668896 0.00875458328183579
"yards" 0.0076963778921545 0.00250836120401338 0.00308985292300087
"amused" 0 0.00250836120401338 0.00978453425616941
"cares" 0.00384818894607725 0.00418060200668896 0.00102995097433362
"commenced" 0.000481023618259657 0 0.00669468133316854
"disturbed" 0.000481023618259657 0.00418060200668896 0.00257487743583405
"dreams" 0.00529125980085622 0 0.00669468133316854
"employed" 0.000962047236519313 0.00919732441471572 0.00514975487166811
"explained" 0.00144307085477897 0.00919732441471572 0.00308985292300087
"gratified" 0.000481023618259657 0 0.00411980389733449
"hush" 0.00144307085477897 0.000836120401337793 0.00926955876900259
"instrument" 0.00192409447303863 0.00585284280936455 0.00257487743583405
"meanwhile" 0.00432921256433691 0.000836120401337793 0.00257487743583405
"mystery" 0.00384818894607725 0.000836120401337793 0.00978453425616941
"nephew" 0.00288614170955794 0.00250836120401338 0
"netherfield" 0 0 0
"nine" 0.0033671653278176 0.000836120401337793 0.00617970584600173
"older" 0.00721535427389485 0.000836120401337793 0.00154492646150043
"pretend" 0.00240511809129828 0.00501672240802676 0.000514975487166811
"rang" 0.000481023618259657 0 0.0118444362048366
"religious" 0.00192409447303863 0 0.00360482841016768
"ruin" 0.00529125980085622 0.00501672240802676 0.00102995097433362
"shocked" 0.00240511809129828 0.00585284280936455 0.00257487743583405
"special" 0.00529125980085622 0 0.00669468133316854
"stuff" 0.00625330703737554 0.00167224080267559 0.00154492646150043
"uncle^s" 0.00481023618259657 0.00418060200668896 0
"absent" 0.00384818894607725 0.00250836120401338 0.00514975487166811
"diana" 0 0 0
"dreaded" 0.00432921256433691 0.00334448160535117 0.00257487743583405
"extreme" 0.00240511809129828 0.00334448160535117 0.00772463230750216
"horror" 0.00192409447303863 0.00334448160535117 0.00308985292300087
"intervals" 0.00432921256433691 0.00250836120401338 0.00411980389733449
"lawrence" 0 0 0
"offence" 0.00240511809129828 0.0108695652173913 0
"report" 0.00192409447303863 0.00334448160535117 0.00205990194866724
"sadly" 0.00577228341911588 0.00250836120401338 0.00205990194866724
"sees" 0.00288614170955794 0 0.00257487743583405
"system" 0.00144307085477897 0 0.0113294607176698
"union" 0.000962047236519313 0 0.00514975487166811
"belonged" 0.00865842512867382 0.000836120401337793 0.00308985292300087
"communication" 0.000962047236519313 0.0100334448160535 0.00566473035883492
"composure" 0.000962047236519313 0.0142140468227425 0.00257487743583405
"declare" 0.00192409447303863 0.0133779264214047 0.00411980389733449
"directed" 0.00288614170955794 0.00334448160535117 0.00308985292300087
"distinctly" 0.00384818894607725 0 0.00257487743583405
"en" 0.00192409447303863 0 0.0154492646150043
"error" 0.00288614170955794 0.00334448160535117 0.00308985292300087
"esteem" 0.000962047236519313 0.0150501672240803 0.00154492646150043
"fanshawe" 0 0 0.0365632595888436
"foreign" 0.00192409447303863 0 0.0133893626663371
"glow" 0.00192409447303863 0.000836120401337793 0.00669468133316854
"iron" 0.00481023618259657 0 0.00360482841016768
"liking" 0.00432921256433691 0.00250836120401338 0.00257487743583405
"lucy^s" 0.0187599211121266 0.0217391304347826 0.00308985292300087
"mile" 0.000481023618259657 0.00334448160535117 0.000514975487166811
"occasional" 0.00577228341911588 0.00418060200668896 0.00566473035883492
"pointed" 0.00240511809129828 0.00418060200668896 0.00514975487166811
"sank" 0.00481023618259657 0 0.00257487743583405
"tells" 0.0033671653278176 0.00167224080267559 0.00205990194866724
"temple" 0 0.00334448160535117 0.00308985292300087
"thankful" 0.00192409447303863 0.00418060200668896 0.00205990194866724
"troubled" 0.00192409447303863 0 0.00411980389733449
"virtue" 0.0033671653278176 0.00167224080267559 0.00360482841016768
"visitor" 0.00240511809129828 0.00668896321070234 0.00308985292300087
"wedding" 0.000962047236519313 0.000836120401337793 0
"advantages" 0.00384818894607725 0.00250836120401338 0.00257487743583405
"agitated" 0.00481023618259657 0.00167224080267559 0.00102995097433362
"alike" 0.00432921256433691 0.00668896321070234 0.0046347793845013
"animated" 0.00144307085477897 0.00585284280936455 0.00772463230750216
"astonished" 0.00144307085477897 0.0108695652173913 0.00102995097433362
"authority" 0.00529125980085622 0.00334448160535117 0.00102995097433362
"backward" 0.00817740151041416 0 0.00154492646150043
"evidence" 0.00673433065563519 0.000836120401337793 0.00411980389733449
"fail" 0.00240511809129828 0.00334448160535117 0.00617970584600173
"fix" 0.00144307085477897 0.00668896321070234 0.00257487743583405
"gathering" 0.00384818894607725 0.000836120401337793 0.00823960779466897
"hanging" 0.00481023618259657 0.00418060200668896 0.00154492646150043
"hidden" 0.00481023618259657 0 0.00257487743583405
"hoping" 0.00240511809129828 0.00334448160535117 0.00154492646150043
"longing" 0.00384818894607725 0 0.00566473035883492
"reflected" 0.00144307085477897 0.000836120401337793 0.0046347793845013
"repose" 0.00144307085477897 0.00167224080267559 0.00669468133316854
"sadness" 0.00673433065563519 0.00167224080267559 0.00205990194866724
"separation" 0.00288614170955794 0.00752508361204013 0.00411980389733449
"tolerably" 0.000481023618259657 0.00585284280936455 0
"bassompierre" 0 0 0.0355333086145099
"beat" 0.00865842512867382 0.000836120401337793 0.00308985292300087
"bride" 0 0 0.00205990194866724
"connections" 0.000481023618259657 0.00418060200668896 0.0046347793845013
"delicacy" 0.00144307085477897 0.00836120401337793 0.00360482841016768
"doubtful" 0.00240511809129828 0.00334448160535117 0.00514975487166811
"elsewhere" 0.00192409447303863 0.00585284280936455 0.00514975487166811
"faithful" 0.000962047236519313 0.000836120401337793 0.00823960779466897
"families" 0.00673433065563519 0.00250836120401338 0.00154492646150043
"fancied" 0.00192409447303863 0.00836120401337793 0.00411980389733449
"glancing" 0.0033671653278176 0 0.00411980389733449
"insisted" 0.00240511809129828 0.00334448160535117 0.00205990194866724
"lap" 0.0033671653278176 0.00167224080267559 0.00720965682033535
"leaned" 0.00625330703737554 0 0.00617970584600173
"letting" 0.0033671653278176 0.000836120401337793 0.00102995097433362
"rendered" 0 0.00668896321070234 0.00669468133316854
"sending" 0.00673433065563519 0.0100334448160535 0.00102995097433362
"slightest" 0.00529125980085622 0.00250836120401338 0.00308985292300087
"stock" 0.00577228341911588 0.000836120401337793 0.00154492646150043
"addressing" 0.000481023618259657 0.00334448160535117 0.0046347793845013
"boat" 0.029342440713839 0 0.00102995097433362
"ceremony" 0.000481023618259657 0.00585284280936455 0.00772463230750216
"childhood" 0.00577228341911588 0 0.00514975487166811
"decent" 0.000962047236519313 0.00250836120401338 0.00205990194866724
"eating" 0.00288614170955794 0.00250836120401338 0.00308985292300087
"elder" 0.0033671653278176 0.00334448160535117 0.00154492646150043
"gazed" 0 0 0.0102995097433362
"glorious" 0.000962047236519313 0 0.00308985292300087
"hence" 0 0.00167224080267559 0.00308985292300087
"hungry" 0.00432921256433691 0 0.00205990194866724
"intentions" 0.00384818894607725 0.00752508361204013 0.00154492646150043
"intolerable" 0.00288614170955794 0 0.00514975487166811
"it^ll" 0.00817740151041416 0 0
"lit" 0.000962047236519313 0.00167224080267559 0.0118444362048366
"nevertheless" 0.00432921256433691 0 0
"polite" 0.00240511809129828 0.00334448160535117 0.00308985292300087
"price" 0.00721535427389485 0.00167224080267559 0.00566473035883492
"quality" 0.00577228341911588 0 0.00669468133316854
"restless" 0.00144307085477897 0.00668896321070234 0.00875458328183579
"strangers" 0.00384818894607725 0.00501672240802676 0.00308985292300087
"supply" 0.00192409447303863 0.00668896321070234 0.00205990194866724
"willingly" 0.00432921256433691 0 0.00308985292300087
"ardent" 0.000481023618259657 0.00167224080267559 0.00205990194866724
"confession" 0.00384818894607725 0.00501672240802676 0.00566473035883492
"confused" 0.00673433065563519 0.00167224080267559 0.00411980389733449
"design" 0.00240511809129828 0.00919732441471572 0.00205990194866724
"desperate" 0.00288614170955794 0.00250836120401338 0.00308985292300087
"downstairs" 0.0076963778921545 0 0
"elbow" 0.00384818894607725 0 0.00720965682033535
"elton^s" 0 0 0
"experienced" 0.000962047236519313 0.00334448160535117 0.00411980389733449
"extraordinary" 0 0.00752508361204013 0.000514975487166811
"glimpse" 0.000962047236519313 0.00167224080267559 0.00566473035883492
"graceful" 0.00288614170955794 0.00334448160535117 0.00360482841016768
"guests" 0.00384818894607725 0.00250836120401338 0.00257487743583405
"helpless" 0.0076963778921545 0.000836120401337793 0.000514975487166811
"intense" 0.00529125980085622 0 0.00257487743583405
"mass" 0.00240511809129828 0.000836120401337793 0.0159642401021711
"mode" 0.00384818894607725 0.00167224080267559 0.00205990194866724
"mortal" 0.00192409447303863 0 0.010814485230503
"obliging" 0.00144307085477897 0.00167224080267559 0.00154492646150043
"propriety" 0.00192409447303863 0.0117056856187291 0.00102995097433362
"smart" 0.0033671653278176 0.0125418060200669 0.00205990194866724
"song" 0.00481023618259657 0.00334448160535117 0.00154492646150043
"strangely" 0.00432921256433691 0 0.00823960779466897
"strike" 0.00192409447303863 0.00167224080267559 0.00308985292300087
"unconscious" 0.00240511809129828 0.00334448160535117 0.00772463230750216
"vanished" 0.00144307085477897 0 0.0123594116920035
"we^ll" 0.0076963778921545 0 0.00102995097433362
"won" 0.0033671653278176 0 0.00720965682033535
"accordingly" 0.00144307085477897 0.00250836120401338 0.0046347793845013
"alarmed" 0.00432921256433691 0.00250836120401338 0.00154492646150043
"blessed" 0.0033671653278176 0.00250836120401338 0.0046347793845013
"coffee" 0.000481023618259657 0.000836120401337793 0.00566473035883492
"damp" 0.00481023618259657 0.00167224080267559 0.00360482841016768
"easier" 0.00577228341911588 0.00167224080267559 0.00102995097433362
"endeavoured" 0 0.00585284280936455 0.00154492646150043
"farewell" 0.000481023618259657 0.00585284280936455 0.00360482841016768
"forms" 0.00288614170955794 0.00334448160535117 0.00669468133316854
"good-natured" 0.00481023618259657 0.00585284280936455 0.0046347793845013
"gravity" 0.00288614170955794 0.00418060200668896 0.00514975487166811
"knitting" 0.00384818894607725 0 0.00205990194866724
"likeness" 0.00192409447303863 0.000836120401337793 0.00360482841016768
"lock" 0.00144307085477897 0.00836120401337793 0.00514975487166811
"portrait" 0.00529125980085622 0.000836120401337793 0.00411980389733449
"produce" 0.0033671653278176 0.00752508361204013 0.00102995097433362
"punishment" 0.00288614170955794 0.00501672240802676 0.00205990194866724
"remarks" 0.00192409447303863 0.00501672240802676 0.00205990194866724
"severity" 0.00817740151041416 0.00167224080267559 0.00257487743583405
"sex" 0.00288614170955794 0.00585284280936455 0.0046347793845013
"solid" 0.00192409447303863 0.00250836120401338 0.00617970584600173
"spared" 0.000962047236519313 0.00919732441471572 0.00514975487166811
"vexation" 0.000481023618259657 0.00334448160535117 0.00154492646150043
"announced" 0.000481023618259657 0.00334448160535117 0.00411980389733449
"beheld" 0 0.00250836120401338 0.00257487743583405
"bill" 0.00384818894607725 0 0.00102995097433362
"chin" 0.00240511809129828 0 0.00566473035883492
"cost" 0.00192409447303863 0.00501672240802676 0.00411980389733449
"distinction" 0.00240511809129828 0.00334448160535117 0.0046347793845013
"embarrassment" 0.0033671653278176 0.00752508361204013 0.00360482841016768
"fairly" 0.00144307085477897 0.000836120401337793 0.00257487743583405
"gather" 0.00144307085477897 0 0.00617970584600173
"glory" 0.000962047236519313 0 0.00669468133316854
"harsh" 0.00288614170955794 0 0.00308985292300087
"impressions" 0.00817740151041416 0 0.00772463230750216
"learnt" 0.000481023618259657 0.00668896321070234 0.00102995097433362
"lucas" 0 0 0
"palmer" 0 0.0543478260869565 0
"parsonage" 0.000481023618259657 0.00752508361204013 0
"possess" 0.00144307085477897 0.00167224080267559 0.00566473035883492
"puzzled" 0.00432921256433691 0.00501672240802676 0.00617970584600173
"risen" 0.00432921256433691 0.000836120401337793 0.00154492646150043
"stepped" 0.00192409447303863 0.000836120401337793 0.00566473035883492
"swept" 0.00432921256433691 0.000836120401337793 0.00566473035883492
"useless" 0.000962047236519313 0.000836120401337793 0.00154492646150043
"woods" 0.000481023618259657 0.00418060200668896 0.00257487743583405
"anxiously" 0.00432921256433691 0.00334448160535117 0.00205990194866724
"applied" 0.00288614170955794 0.00250836120401338 0.00308985292300087
"ate" 0.0033671653278176 0.00250836120401338 0.00154492646150043
"bottom" 0.0033671653278176 0.00167224080267559 0.00308985292300087
"closely" 0.00240511809129828 0.000836120401337793 0.00772463230750216
"compared" 0.00384818894607725 0.000836120401337793 0.00257487743583405
"deceived" 0.00192409447303863 0.00919732441471572 0.00102995097433362
"decidedly" 0.00288614170955794 0 0.00205990194866724
"entire" 0.00817740151041416 0.00167224080267559 0.00669468133316854
"flushed" 0.00625330703737554 0.000836120401337793 0.00257487743583405
"german" 0.000481023618259657 0 0.00566473035883492
"good-night" 0 0 0.00978453425616941
"happier" 0.00288614170955794 0.00585284280936455 0.00205990194866724
"hawley" 0 0 0
"inwardly" 0.00192409447303863 0 0.00411980389733449
"loose" 0.00240511809129828 0.000836120401337793 0.0046347793845013
"losing" 0.00625330703737554 0.000836120401337793 0.00257487743583405
"offering" 0.00384818894607725 0.00418060200668896 0.00514975487166811
"people^s" 0.00529125980085622 0.000836120401337793 0.00154492646150043
"permitted" 0 0.00167224080267559 0.0118444362048366
"prayer" 0.00144307085477897 0 0.00720965682033535
"recall" 0.0033671653278176 0.00250836120401338 0.0046347793845013
"security" 0.00577228341911588 0.00501672240802676 0.00205990194866724
"skill" 0.000962047236519313 0 0.00257487743583405
"submit" 0.00529125980085622 0.00836120401337793 0.00205990194866724
"sufferings" 0.00192409447303863 0.00585284280936455 0.000514975487166811
"tempted" 0.00144307085477897 0.000836120401337793 0.00360482841016768
"tiny" 0.00529125980085622 0 0.00720965682033535
"utterly" 0.00144307085477897 0 0.00514975487166811
"afore" 0.00432921256433691 0 0
"application" 0.00288614170955794 0.00334448160535117 0.00360482841016768
"caused" 0.00673433065563519 0.000836120401337793 0.00257487743583405
"correct" 0.00240511809129828 0.00167224080267559 0.00308985292300087
"dogs" 0.00481023618259657 0.000836120401337793 0.000514975487166811
"domestic" 0.0033671653278176 0.00668896321070234 0.00308985292300087
"e" 0.00144307085477897 0 0.00411980389733449
"emphasis" 0.00577228341911588 0.000836120401337793 0.00360482841016768
"enjoyed" 0.00240511809129828 0.00334448160535117 0.00514975487166811
"funeral" 0.0033671653278176 0.000836120401337793 0.000514975487166811
"guard" 0.000962047236519313 0.00167224080267559 0.00566473035883492
"haven^t" 0.0129876376930107 0 0.000514975487166811
"hereafter" 0 0.00501672240802676 0.000514975487166811
"irritation" 0.00432921256433691 0.000836120401337793 0.00205990194866724
"lace" 0.0033671653278176 0 0.00669468133316854
"moonlight" 0 0.000836120401337793 0.00978453425616941
"morrow" 0.00240511809129828 0.000836120401337793 0.00360482841016768
"pas" 0 0 0.019054093025172
"piano" 0.00865842512867382 0.000836120401337793 0.00205990194866724
"pressing" 0.00481023618259657 0.00250836120401338 0.00102995097433362
"rational" 0.00192409447303863 0.00418060200668896 0.00154492646150043
"remaining" 0.00144307085477897 0.0100334448160535 0.00154492646150043
"rivers" 0.000481023618259657 0 0.00205990194866724
"shrank" 0.00481023618259657 0 0.00154492646150043
"softly" 0.00144307085477897 0 0.0102995097433362
"sounds" 0.00432921256433691 0.000836120401337793 0.00514975487166811
"splendid" 0.00288614170955794 0 0.00411980389733449
"stern" 0.00144307085477897 0 0.00566473035883492
"superiority" 0.00384818894607725 0.00167224080267559 0.00154492646150043
"thence" 0 0.00250836120401338 0.0102995097433362
"acting" 0.00240511809129828 0.00585284280936455 0.00308985292300087
"answering" 0.00240511809129828 0.00167224080267559 0.00411980389733449
"awe" 0.00625330703737554 0 0.00257487743583405
"bird" 0.00240511809129828 0 0.00257487743583405
"characters" 0.0033671653278176 0.00334448160535117 0.00360482841016768
"coarse" 0.00240511809129828 0 0.00514975487166811
"details" 0.00288614170955794 0 0.00669468133316854
"devoted" 0.00144307085477897 0.00334448160535117 0.00617970584600173
"distinguished" 0.00384818894607725 0.00501672240802676 0.00257487743583405
"effects" 0.00144307085477897 0.00585284280936455 0.00205990194866724
"elegance" 0.000481023618259657 0.0167224080267559 0.00154492646150043
"elinor^s" 0 0.0518394648829431 0
"facts" 0.00432921256433691 0.000836120401337793 0.00154492646150043
"gleam" 0.0033671653278176 0 0.00566473035883492
"gloomy" 0.00384818894607725 0.00250836120401338 0.00154492646150043
"hearts" 0.00384818894607725 0.000836120401337793 0.00411980389733449
"hesitation" 0.00144307085477897 0.00418060200668896 0.00360482841016768
"improvement" 0.000962047236519313 0.00668896321070234 0.00154492646150043
"increase" 0.00144307085477897 0.0100334448160535 0.00154492646150043
"lingered" 0.00240511809129828 0.000836120401337793 0.00360482841016768
"misfortune" 0.00529125980085622 0.00418060200668896 0.000514975487166811
"notwithstanding" 0.00432921256433691 0 0.00308985292300087
"portion" 0.000481023618259657 0.00167224080267559 0.00875458328183579
"prayers" 0.00192409447303863 0.000836120401337793 0.00772463230750216
"preparing" 0.00481023618259657 0.00418060200668896 0.00154492646150043
"reckon" 0.00432921256433691 0 0.00102995097433362
"recover" 0.00288614170955794 0.00167224080267559 0.000514975487166811
"respecting" 0 0.00334448160535117 0.0046347793845013
"riding" 0.00432921256433691 0.000836120401337793 0.000514975487166811
"search" 0.00384818894607725 0.000836120401337793 0.00514975487166811
"secretly" 0.00192409447303863 0.00250836120401338 0.00566473035883492
"shoes" 0.00384818894607725 0.00167224080267559 0.00360482841016768
"softened" 0 0.00752508361204013 0.0046347793845013
"teaching" 0.0033671653278176 0 0.00360482841016768
"throughout" 0.00240511809129828 0.000836120401337793 0.00514975487166811
"trial" 0.0033671653278176 0.00250836120401338 0.00205990194866724
"troubles" 0.00673433065563519 0.00167224080267559 0.00205990194866724
"trumbull" 0 0 0
"turns" 0.00240511809129828 0.00334448160535117 0.00720965682033535
"walks" 0.00432921256433691 0.00585284280936455 0.00360482841016768
"wilson" 0 0 0.00102995097433362
"wound" 0.00384818894607725 0.00418060200668896 0.00154492646150043
"wuthering" 0 0 0
"betrayed" 0.00240511809129828 0.00501672240802676 0.0046347793845013
"bitterly" 0.00625330703737554 0.00167224080267559 0.00102995097433362
"by-and-by" 0.0033671653278176 0.000836120401337793 0.00772463230750216
"circle" 0.000481023618259657 0.00167224080267559 0.00514975487166811
"cloak" 0.00240511809129828 0 0.00308985292300087
"conjecture" 0.000962047236519313 0.00501672240802676 0.0046347793845013
"crowd" 0 0.00250836120401338 0.0118444362048366
"curtain" 0.00240511809129828 0 0.00669468133316854
"deserved" 0.00288614170955794 0.00585284280936455 0.00411980389733449
"earlier" 0.0033671653278176 0.00334448160535117 0.00102995097433362
"faculties" 0.0033671653278176 0 0.00772463230750216
"finish" 0.00288614170955794 0.00250836120401338 0.00257487743583405
"gloom" 0.00432921256433691 0.00167224080267559 0.00514975487166811
"good-bye" 0.00192409447303863 0 0
"impatiently" 0.00673433065563519 0.00250836120401338 0.00205990194866724
"judged" 0.00240511809129828 0.00919732441471572 0.00102995097433362
"lingering" 0.00144307085477897 0.00167224080267559 0.00514975487166811
"luke" 0.0240511809129828 0 0
"massey" 0 0 0
"mixture" 0.00288614170955794 0 0.00360482841016768
"nancy" 0 0.00585284280936455 0
"nearest" 0.00192409447303863 0.00334448160535117 0.00205990194866724
"pour" 0.000481023618259657 0.00167224080267559 0.0113294607176698
"practical" 0.00432921256433691 0 0.00411980389733449
"preaching" 0.00144307085477897 0 0.00102995097433362
"rapidly" 0.00384818894607725 0.00250836120401338 0.00154492646150043
"reality" 0.00240511809129828 0.00250836120401338 0.00566473035883492
"recollect" 0 0.00501672240802676 0.00411980389733449
"reminded" 0.000962047236519313 0.00334448160535117 0.00669468133316854
"safely" 0.000481023618259657 0.00668896321070234 0.00360482841016768
"shaken" 0.00384818894607725 0.000836120401337793 0.00617970584600173
"sides" 0.00192409447303863 0.00752508361204013 0.00154492646150043
"sold" 0.0129876376930107 0.00418060200668896 0.000514975487166811
"sole" 0.000481023618259657 0.00167224080267559 0.00926955876900259
"spectacles" 0.00240511809129828 0 0.00205990194866724
"suspicions" 0.000962047236519313 0.00418060200668896 0.000514975487166811
"unexpected" 0.00432921256433691 0.00334448160535117 0.00360482841016768
"unreasonable" 0.00529125980085622 0.00167224080267559 0.00257487743583405
"wrench" 0.00144307085477897 0 0.00102995097433362
"abroad" 0.0033671653278176 0.00752508361204013 0.00411980389733449
"amazement" 0.00192409447303863 0.00919732441471572 0.00205990194866724
"assist" 0.000962047236519313 0.0108695652173913 0.00102995097433362
"behave" 0.00529125980085622 0.00334448160535117 0.00154492646150043
"burden" 0 0 0.00669468133316854
"calculated" 0.00240511809129828 0.00418060200668896 0.00411980389733449
"coat" 0.00384818894607725 0.00167224080267559 0.00154492646150043
"complain" 0.00144307085477897 0.00250836120401338 0.00154492646150043
"conceive" 0.00192409447303863 0.00418060200668896 0.00360482841016768
"confined" 0.00240511809129828 0.00752508361204013 0.00360482841016768
"crown" 0.0033671653278176 0 0.00205990194866724
"debts" 0.00529125980085622 0.000836120401337793 0.00257487743583405
"dodo" 0 0 0
"enjoying" 0.00288614170955794 0.00250836120401338 0.00308985292300087
"escaped" 0.00240511809129828 0.00585284280936455 0.00205990194866724
"evenings" 0.0033671653278176 0.00167224080267559 0.00360482841016768
"fierce" 0.00721535427389485 0 0.00566473035883492
"flow" 0.00192409447303863 0.00250836120401338 0.00514975487166811
"habitual" 0.0033671653278176 0.000836120401337793 0.00205990194866724
"hang" 0.000962047236519313 0.000836120401337793 0.00205990194866724
"heartily" 0.00144307085477897 0.0100334448160535 0.00205990194866724
"hurrying" 0.0076963778921545 0.00167224080267559 0.00102995097433362
"injured" 0.00384818894607725 0.00919732441471572 0.00102995097433362
"irritated" 0.00384818894607725 0.00167224080267559 0.00360482841016768
"marble" 0.000481023618259657 0 0.00566473035883492
"mighty" 0.00432921256433691 0.000836120401337793 0.00669468133316854
"persuasion" 0 0.0108695652173913 0.00360482841016768
"pony" 0.00240511809129828 0 0.00205990194866724
"positive" 0.00432921256433691 0.00668896321070234 0.00205990194866724
"poverty" 0.00288614170955794 0.00585284280936455 0.00154492646150043
"rarely" 0.00481023618259657 0 0.00720965682033535
"recommended" 0.000962047236519313 0.00919732441471572 0.00411980389733449
"resistance" 0.00673433065563519 0.00167224080267559 0.00257487743583405
"reuter" 0 0 0
"scenes" 0.00481023618259657 0.00334448160535117 0.0046347793845013
"similar" 0.00192409447303863 0.00668896321070234 0.00566473035883492
"solomon" 0 0 0
"spiritual" 0.00288614170955794 0 0.00411980389733449
"struggling" 0.00529125980085622 0.000836120401337793 0.00205990194866724
"timid" 0.00577228341911588 0 0.00411980389733449
"twilight" 0.0033671653278176 0.00167224080267559 0.00720965682033535
"unlike" 0.00240511809129828 0.00668896321070234 0.00205990194866724
"unwilling" 0.00288614170955794 0.0125418060200669 0.000514975487166811
"variety" 0.00144307085477897 0.00919732441471572 0.00257487743583405
"volume" 0.00288614170955794 0.00250836120401338 0.00411980389733449
"wherever" 0.000481023618259657 0.00334448160535117 0.00360482841016768
"yellow" 0.0033671653278176 0 0.00514975487166811
"yield" 0 0.00167224080267559 0.00669468133316854
"awkward" 0.00432921256433691 0.00250836120401338 0.00102995097433362
"catherine^s" 0 0 0
"cheerfulness" 0 0.0133779264214047 0.00154492646150043
"clasped" 0.00817740151041416 0 0.000514975487166811
"directions" 0.00144307085477897 0.000836120401337793 0.00360482841016768
"distressed" 0.00240511809129828 0.00501672240802676 0.00154492646150043
"encourage" 0.0033671653278176 0.00334448160535117 0.00102995097433362
"examined" 0.000481023618259657 0.00167224080267559 0.00308985292300087
"fred^s" 0 0 0
"gazing" 0.000962047236519313 0.00167224080267559 0.00308985292300087
"grieved" 0 0.00167224080267559 0.00411980389733449
"inside" 0.00481023618259657 0 0.00102995097433362
"introduction" 0.000481023618259657 0.00250836120401338 0.00102995097433362
"management" 0.00144307085477897 0.000836120401337793 0.00308985292300087
"needn^t" 0.00529125980085622 0 0
"pockets" 0.00625330703737554 0 0.000514975487166811
"poyser^s" 0 0 0
"principal" 0.000962047236519313 0.00334448160535117 0.00257487743583405
"reflect" 0.00192409447303863 0.00668896321070234 0.00360482841016768
"repent" 0.00384818894607725 0.00167224080267559 0.00102995097433362
"resting" 0.00721535427389485 0 0.00411980389733449
"restored" 0.00192409447303863 0.0100334448160535 0.00257487743583405
"rode" 0.00481023618259657 0 0.00205990194866724
"somewhere" 0.000962047236519313 0.00167224080267559 0.00411980389733449
"sons" 0.0033671653278176 0.00334448160535117 0.00102995097433362
"stared" 0.00288614170955794 0.000836120401337793 0.00154492646150043
"vacant" 0.00240511809129828 0.00250836120401338 0.00308985292300087
"visited" 0.00192409447303863 0.00668896321070234 0.00514975487166811
